,name,level,hot,address,num
1649,月亮湾野生动物游乐世界（科普教育基地）,,,[黑龙江·哈尔滨·太阳岛],4
1650,铁力日月峡水伊方水上乐园,,,[黑龙江·伊春·铁力市],36
1651,哈尔滨巴厘岛汤泉,,,[黑龙江·哈尔滨·香坊区],46
1652,哈尔滨世纪汽车历史博物馆,,,[黑龙江·哈尔滨],71
1653,黑龙江鸡西市天禧汤泉酒店,,,[黑龙江·鸡西·城子河区],76
1654,柴河九寨风景区,,,[黑龙江·牡丹江·海林市],2
1655,莱特兄弟飞行者航空科技体验馆,,,[黑龙江·哈尔滨·南岗区],63
1656,哈尔滨楠天池汇御龙都,,,[黑龙江·哈尔滨·道里区],69
1657,银沙湾,,,[黑龙江·大庆·杜尔伯特县],51
1658,九峰山养心谷景区,,,[黑龙江·伊春·金山屯区],86
1659,哈尔滨兴隆鸡冠山景区,,,[黑龙江·哈尔滨·木兰县],59
1660,鸡西市蓝湖湾汤泉,,,[黑龙江·鸡西],54
1661,道外善水荟汤泉汗蒸养生馆,,,[黑龙江·哈尔滨·道外区],52
1662,龍泽湾江泉浴温泉体验馆,,,[黑龙江·哈尔滨·道外区],51
1663,杏树山漂流,,,[黑龙江·哈尔滨],47
1664,哈尔滨汉唐水悦汤泉,,,[黑龙江·哈尔滨·道里区],40
1665,清河悬羊岭,,,[黑龙江·哈尔滨·清河林业旅游区],42
1666,哈尔滨万达中央大剧院,,,[黑龙江·哈尔滨·松北区],46
1667,大庆丽都温泉酒店,,,[黑龙江·大庆·萨尔图区],58
1668,哈尔滨龙江大舞台二人转（顾乡大戏院）,,,[黑龙江·哈尔滨·道里区],34
1669,哈尔滨青水台养生汤泉,,,[黑龙江·哈尔滨·松北区],61
1670,白渔泡湿地公园,,,[黑龙江·哈尔滨·道外区],6
1671,亚布力森林小火车,,,[黑龙江·哈尔滨·尚志市],32
1672,乌伊岭湿地公园,,,[黑龙江·伊春·乌伊岭],91
1673,壹台山骆驼峰景区,,,[黑龙江·哈尔滨·巴彦县],28
1674,明洞汗蒸幕,,,[黑龙江·哈尔滨·南岗区],67
1675,凤凰山空中花园,,,[黑龙江·哈尔滨·黑龙江凤凰山国家森林公园],37
1676,哈尔滨极乐寺,,,[黑龙江·哈尔滨·南岗区],33
1677,峰岩山寨,,0.74,[黑龙江·伊春·金山屯区],53
1678,防洪纪念塔,,0.8800000000000001,[黑龙江·哈尔滨·道里区],80
1679,知青影视基地,,,[黑龙江·黑河],73
1680,飞泷温泉,,,[黑龙江·大庆·林甸县],38
1681,林海观音山,,,[黑龙江·大兴安岭·漠河县],32
1682,雪乡梦幻家园,,,[黑龙江·牡丹江·中国雪乡],47
1683,大秃顶子山,,,[黑龙江·牡丹江·海林市],86
1684,斯大林公园,,0.82,[黑龙江·哈尔滨·道里区],53
1685,哈尔滨冰雪乐园,,,[黑龙江·哈尔滨·道里区],35
1686,传世冰壶乐园,,,[黑龙江·哈尔滨·松北区],92
1687,北纬47°城市温泉家园,,,[黑龙江·齐齐哈尔·建华区],73
1688,哈尔滨清水湾温泉生活馆,,,[黑龙江·哈尔滨·道外区],4
1689,双鸭山市羅玛洗浴,,,[黑龙江·双鸭山·尖山区],56
1690,龙安桥国家湿地公园,,,[黑龙江·齐齐哈尔],10
1691,哈尔滨爱江山88℃汗蒸坊,,,[黑龙江·哈尔滨·道里区],91
1692,哈尔滨善水汤泉,,,[黑龙江·哈尔滨·道里区],73
1693,隆华池商务休闲酒店,,,[黑龙江·大庆·萨尔图区],92
1694,帽儿山花海,,,[黑龙江·哈尔滨·帽儿山],67
1695,哈尔滨浴道汤泉会馆,,,[黑龙江·哈尔滨·南岗区],67
1696,淘金古驿站,,,[黑龙江·黑河],38
1697,将军山原始森林旅游景区,,,[黑龙江·哈尔滨·阿城区],33
1698,亚布力温泉国际度假中心,,,[黑龙江·哈尔滨·亚布力新体委滑雪场],41
1699,影火虫魔法乐园,,,[黑龙江·哈尔滨],60
1700,哈尔滨光阴故事酒吧（文林街）,,,[黑龙江·哈尔滨·南岗区],42
1701,俄罗斯风情园,,0.72,[黑龙江·哈尔滨·香坊区],99
1702,哈尔滨亚布力云鼎滑雪场,,,[黑龙江·哈尔滨·尚志市],76
1703,双峰滑雪场,,,[黑龙江·牡丹江·中国雪乡],36
1704,金水溏汗蒸浴场,,,[黑龙江·哈尔滨·南岗区],92
1705,双峰雪上游乐场,,,[黑龙江·牡丹江·中国雪乡],30
1706,拉菲商务会馆,,,[黑龙江·大庆·肇源县],65
1707,喜善浴韩式洗浴中心,,,[黑龙江·齐齐哈尔],43
1708,678水汇,,,[黑龙江·哈尔滨·道外区],92
1709,哈尔滨红利庄园,,,[黑龙江·哈尔滨·道外区],91
1710,鸳鸯峰景区,4A景区,,[黑龙江·哈尔滨],0
1711,扎龙自然保护区,4A景区,1.0,[黑龙江·齐齐哈尔·铁锋区],0
1712,亚布力森林动物园,,,[黑龙江·哈尔滨·尚志市],0
1713,丽水温泉,,,[黑龙江·佳木斯·汤原县],0
1714,威虎山城,3A景区,0.7,[黑龙江·牡丹江·海林市],0
1715,亚布力山地游乐园,,,[黑龙江·哈尔滨·尚志市],0
1716,老黑山,,,[黑龙江·黑河·五大连池],0
1717,亚布力锅盔山休闲景区,,,[黑龙江·哈尔滨·亚布力新体委滑雪场],0
1718,鑫隆焱浴馆,,,[黑龙江·哈尔滨·道外区],0
1719,宾县二龙山旅游风景区,4A景区,,[黑龙江·哈尔滨·宾县],0
1720,五营国家森林公园,4A景区,,[黑龙江·伊春·五营区],0
1721,比目鱼儿童主题乐园,,,[黑龙江·哈尔滨·道里区],0
1722,兴凯湖,3A景区,,[黑龙江·鸡西·密山市],0
1723,亚布力新体委滑雪场,4A景区,,[黑龙江·哈尔滨·尚志市],0
1724,泰姆凯迪快乐梦想城,,,[黑龙江·哈尔滨·道里区],0
1725,森工平山,,,[黑龙江·哈尔滨·阿城区],0
1726,瞳艺哈尔滨4D错觉艺术馆,,,[黑龙江·哈尔滨·道里区],0
1727,黑龙山,,,[黑龙江·黑河·五大连池风景区],0
1728,龙山汗蒸温泉水汇,,,[黑龙江·哈尔滨·道里区],0
1729,星都汇趣味蜡像馆,,,[黑龙江·哈尔滨·道里区],0
1730,黑龙江虎林园国际马戏城,,,[黑龙江·哈尔滨·东北虎林园],0
1731,艾瑞丝惊奇艺术王国,,,[黑龙江·哈尔滨·道里区],0
1732,林甸温泉欢乐谷,4A景区,,[黑龙江·大庆·林甸县],0
1733,黑龙江省科技馆,4A景区,,[黑龙江·哈尔滨·松北区],0
1734,天星温泉,,,[黑龙江·大庆·林甸县],0
1735,铁人王进喜纪念馆,4A景区,0.7,[黑龙江·大庆·让胡路区],0
1736,名山风景区,4A景区,,[黑龙江·鹤岗·萝北县],0
1737,安邦河湿地公园,4A景区,,[黑龙江·双鸭山·集贤县],0
1738,哈尔滨建筑艺术馆,4A景区,,[黑龙江·哈尔滨·道里区],0
1739,哈尔滨3D错觉艺术馆,,,[黑龙江·哈尔滨·道里区],0
1740,中央大街七彩冰雕大世界,,,[黑龙江·哈尔滨·道里区],0
1741,鹤之汤温泉养生馆,,,[黑龙江·齐齐哈尔·铁锋区],0
1742,大亮子河国家森林公园,4A景区,0.72,[黑龙江·佳木斯·汤原县],0
1743,明月岛,4A景区,0.76,[黑龙江·齐齐哈尔·龙江县],0
1744,北龙温泉休闲酒店,,,[黑龙江·哈尔滨],0
1745,嘉荫恐龙国家地质公园,4A景区,0.86,[黑龙江·伊春·嘉荫县],0
1746,柴河小九寨水上乐园,,,[黑龙江·牡丹江·北国小九寨],0
1747,哈尔滨龙江大舞台二人转（站前大戏院）,,,[黑龙江·哈尔滨·南岗区],0
1748,格林水世界,,,[黑龙江·哈尔滨·阿城区],0
1749,太阳岛国际雪雕艺术博览会,,,[黑龙江·哈尔滨·太阳岛],0
1750,富锦国家湿地公园,3A景区,,[黑龙江·佳木斯·富锦市],0
1751,哈尔滨文庙,3A景区,,[黑龙江·哈尔滨·南岗区],0
1752,黑宝熊乐园,3A景区,0.7,[黑龙江·牡丹江·爱民区],0
1753,金山鹿苑生态观光旅游区,3A景区,,[黑龙江·伊春·金山屯区],0
1754,兴安森林公园,3A景区,0.74,[黑龙江·伊春·伊春区],0
1755,拙政园,5A景区,1.0,[江苏·苏州·平江区],2315
1756,常州中华恐龙园,5A景区,0.74,[江苏·常州·新北区],1390
1757,南京总统府,4A景区,0.8,[江苏·南京·玄武区],1872
1758,鼋头渚,5A景区,0.9400000000000001,[江苏·无锡·滨湖区],1860
1759,瘦西湖,5A景区,1.0,[江苏·扬州·邗江区],1220
1760,虎丘,5A景区,0.8,[江苏·苏州·金阊区],696
1761,常州环球动漫嬉戏谷,4A景区,,[江苏·常州·武进区],610
1762,同里古镇,5A景区,0.8,[江苏·苏州·吴江市],726
1763,常州淹城野生动物园,5A景区,,[江苏·常州·武进区],596
1764,狮子林,4A景区,0.9,[江苏·苏州·平江区],542
1765,中山陵,5A景区,1.0,[江苏·南京·钟山风景区],298
1766,周庄,5A景区,0.9,[江苏·苏州·昆山市],614
1767,姑苏水上游,,,[江苏·苏州·吴中区],872
1768,灵山大佛,5A景区,1.0,[江苏·无锡·滨湖区],886
1769,无锡三国城,5A景区,0.74,[江苏·无锡·滨湖区],434
1770,夫子庙,5A景区,0.8800000000000001,[江苏·南京·秦淮区],284
1771,寒山寺,4A景区,0.8800000000000001,[江苏·苏州·金阊区],616
1772,明孝陵,5A景区,0.86,[江苏·南京·钟山风景区],198
1773,灵山小镇拈花湾,,,[江苏·无锡·滨湖区],630
1774,留园,5A景区,0.78,[江苏·苏州·金阊区],184
1775,天目湖南山竹海景区,5A景区,0.8800000000000001,[江苏·常州·天目湖旅游度假区],258
1776,牛首山文化旅游区,4A景区,,[江苏·南京·江宁区],348
1777,宜兴竹海,4A景区,0.74,[江苏·无锡·宜兴市],274
1778,南京海底世界,,0.7,[江苏·南京·玄武区],376
1779,苏州乐园,4A景区,0.78,[江苏·苏州·高新区],32
1780,沙家浜,5A景区,0.72,[江苏·苏州·常熟市],450
1781,七里山塘,4A景区,0.74,[江苏·苏州·金阊区],104
1782,南通森林野生动物园,,,[江苏·南通·港闸区],382
1783,天目湖御水温泉,5A景区,0.78,[江苏·常州·天目湖旅游度假区],222
1784,无锡水浒城,5A景区,0.78,[江苏·无锡·滨湖区],266
1785,淹城春秋乐园,5A景区,,[江苏·常州·武进区],120
1786,南京阅江楼,4A景区,0.78,[江苏·南京·下关区],8
1787,天目湖旅游度假区,5A景区,1.0,[江苏·常州·溧阳市],208
1788,金鸡湖,5A景区,,[江苏·苏州·吴中区],64
1789,运河湾森林动物园,,,[江苏·宿迁·宿豫区],1694
1790,连云港花果山,5A景区,1.0,[江苏·连云港·连云区],86
1791,大报恩寺遗址公园,,,[江苏·南京·秦淮区],548
1792,红山森林动物园,,,[江苏·南京·玄武区],342
1793,无锡动物园·太湖欢乐园,4A景区,,[江苏·无锡·滨湖区],224
1794,木渎古镇,4A景区,0.76,[江苏·苏州·吴中区],108
1795,钟山风景区,4A景区,0.76,[江苏·南京·玄武区],128
1796,苏州古运河,,0.72,[江苏·苏州·沧浪区],304
1797,苏州太湖国家湿地公园,4A景区,,[江苏·苏州·高新区],70
1798,天目湖山水园,5A景区,,[江苏·常州·天目湖旅游度假区],140
1799,锦溪古镇,4A景区,0.72,[江苏·苏州·昆山市],82
1800,瞻园,,0.76,[江苏·南京·夫子庙],214
1801,溱湖国家湿地公园,5A景区,1.0,[江苏·泰州·姜堰市],104
1802,镇江金山,5A景区,,[江苏·镇江·润州区],158
1803,穹窿山景区,5A景区,0.7,[江苏·苏州·吴中区],64
1804,南京中国科举博物馆（江南贡院）,,0.72,[江苏·南京·夫子庙],162
1805,夫子庙秦淮河游船,,0.8400000000000001,[江苏·南京·秦淮区],246
1806,个园,4A景区,0.8800000000000001,[江苏·扬州·广陵区],274
1807,蠡园,4A景区,0.8800000000000001,[江苏·无锡·滨湖区],160
1808,茅山,5A景区,0.8400000000000001,[江苏·镇江·句容市],64
1809,网师园,4A景区,0.76,[江苏·苏州·沧浪区],100
1810,窑湾古镇,4A景区,,[江苏·徐州·新沂市],48
1811,甪直古镇,4A景区,0.72,[江苏·苏州·吴中区],78
1812,项王故里,4A景区,1.0,[江苏·宿迁·宿城区],20
1813,盘门,4A景区,0.78,[江苏·苏州·沧浪区],102
1814,濠河,5A景区,1.0,[江苏·南通·崇川区],28
1815,善卷洞,4A景区,0.74,[江苏·无锡·宜兴市],98
1816,黄海森林公园,4A景区,,[江苏·盐城·东台市],10
1817,美龄宫,,,[江苏·南京·钟山风景区],200
1818,东方盐湖城,,,[江苏·常州·金坛市],242
1819,重元寺,4A景区,,[江苏·苏州·工业园区],176
1820,六朝博物馆,,,[江苏·南京·玄武区],56
1821,北固山,5A景区,1.0,[江苏·镇江·京口区],38
1822,尚湖,5A景区,0.72,[江苏·苏州·常熟市],20
1823,南京大屠杀遇难同胞纪念馆,4A景区,0.76,[江苏·南京·建邺区],18
1824,春秋淹城遗址公园,5A景区,,[江苏·常州·武进区],34
1825,镇江焦山,5A景区,0.9400000000000001,[江苏·镇江·京口区],68
1826,宝华山国家森林公园,4A景区,0.78,[江苏·镇江·句容市],110
1827,华谊兄弟电影世界,,,[江苏·苏州·工业园区],472
1828,环球港龙眼摩天轮,,,[江苏·常州·新北区],92
1829,白马涧,4A景区,,[江苏·苏州·高新区],96
1830,连岛,4A景区,0.9,[江苏·连云港·连云区],38
1831,何园,4A景区,0.82,[江苏·扬州·广陵区],92
1832,固城湖水慢城,,,[江苏·南京·高淳县],72
1833,银杏湖乐园,,,[江苏·南京·江宁区],158
1834,常州溧阳涵田半山温泉,,,[江苏·常州·溧阳市],72
1835,渔湾,4A景区,0.8,[江苏·连云港·连云区],40
1836,潘安水镇,,,[江苏·徐州·贾汪区],26
1837,茱萸湾,4A景区,0.7,[江苏·扬州·广陵区],34
1838,泰州凤城河景区,4A景区,,[江苏·泰州·海陵区],28
1839,大明寺,4A景区,0.76,[江苏·扬州·维扬区],76
1840,夫子庙大成殿,,0.7,[江苏·南京·夫子庙],54
1841,珍珠泉,,0.72,[江苏·南京·浦口区],172
1842,暨阳湖欢乐世界,,,[江苏·苏州·张家港市],46
1843,麋鹿保护区,5A景区,0.74,[江苏·盐城·大丰市],42
1844,紫清湖生态温泉(紫清湖温泉亲子水世界),4A景区,,[江苏·南京·江宁区],40
1845,弘阳未来世界主题乐园,,,[江苏·南京·浦口区],26
1846,四季悦水游村,,,[江苏·苏州·苏州乐园],52
1847,竹尖玻璃栈道,,,[江苏·无锡·宜兴市],12
1848,泗洪洪泽湖湿地景区,4A景区,,[江苏·宿迁·泗洪县],16
1849,无锡梅园,4A景区,0.82,[江苏·无锡·滨湖区],244
1850,达摩古洞,,,[江苏·南京·栖霞区],28
1851,巴布洛生态谷,,,[江苏·南京·六合区],68
1852,西津渡历史文化街,4A景区,,[江苏·镇江·润州区],22
1853,东山陆巷古村,5A景区,,[江苏·苏州·吴中区],10
1854,南京汤山一号温泉,,,[江苏·南京·江宁区],58
1855,江宁织造博物馆,,,[江苏·南京·玄武区],66
1856,栖霞山,4A景区,0.72,[江苏·南京·栖霞区],20
1857,东山雨花胜境,4A景区,,[江苏·苏州·吴中区],10
1858,南京野生动物园,,,[江苏·南京·珍珠泉],12
1859,中华门瓮城景区,,0.82,[江苏·南京·夫子庙],32
1860,南京汤山颐尚温泉,,,[江苏·南京·江宁区],96
1861,溧水天生桥公园,3A景区,0.7,[江苏·南京·溧水县],18
1862,花谷奇缘旅游度假区,,,[江苏·常州·金坛市],24
1863,李中水上森林公园,4A景区,0.72,[江苏·泰州·兴化市],64
1864,南京银杏湖,3A景区,0.7,[江苏·南京·江宁区],78
1865,千华古村,,,[江苏·镇江·句容市],46
1866,水八仙生态园,,,[江苏·苏州·吴中区],8
1867,弘阳果壳里儿童职业体验中心,,,[江苏·南京·浦口区],4
1868,华西村,,0.72,[江苏·无锡·江阴市],18
1869,东关街历史街区,,,[江苏·扬州·广陵区],182
1870,苏州乐园海底世界,,,[江苏·苏州·苏州乐园],52
1871,天池山,,0.7,[江苏·苏州·吴中区],22
1872,南通探险王国,,,[江苏·南通·港闸区],36
1873,石公山,,0.7,[江苏·苏州·太湖西山岛],44
1874,大阳山国家森林公园,,,[江苏·苏州·虎丘区],24
1875,华东百畅生态休闲度假园,,,[江苏·无锡·宜兴市],14
1876,张家港市香山风景区,4A景区,,[江苏·苏州·张家港市],16
1877,甘家大院,,0.7,[江苏·南京·秦淮区],24
1878,南通洲际绿博园,,,[江苏·南通·通州区],36
1879,惠山古镇,,,[江苏·无锡·北塘区],54
1880,荷兰花海,,,[江苏·盐城·大丰市],134
1881,大江风云影视实景体验园,,,[江苏·镇江·京口区],10
1882,枫桥,,0.8,[江苏·苏州·金阊区],18
1883,周园,,,[江苏·南京·溧水县],18
1884,苏州上方山国家森林公园,3A景区,,[江苏·苏州·虎丘区],40
1885,四季周庄,,,[江苏·苏州·周庄],44
1886,猿人洞,,0.7,[江苏·南京·江宁区],18
1887,嬉乐湾,,,[江苏·常州·武进区],28
1888,阳山温泉度假山庄,4A景区,,[江苏·苏州·虎丘区],14
1889,天平山,,0.72,[江苏·苏州·吴中区],14
1890,泰州凤城河望海楼景区,,,[江苏·泰州·泰州凤城河景区],26
1891,恐龙谷温泉,,0.82,[江苏·常州·新北区],30
1892,春江花月夜唯美扬州,,,[江苏·扬州·瘦西湖],28
1893,旺山景区,4A景区,,[江苏·苏州·吴中区],20
1894,静思园,4A景区,0.7,[江苏·苏州·吴江市],36
1895,南通园艺博览园,,,[江苏·南通·崇川区],18
1896,老山国家森林公园,,,[江苏·南京·浦口区],14
1897,林屋洞,,0.7,[江苏·苏州·太湖西山岛],42
1898,无锡海底世界,,,[江苏·无锡·滨湖区],42
1899,清名桥古运河游船（南禅寺码头 ）,,,[江苏·无锡·南禅寺景区],6
1900,太湖龙头渚,3A景区,0.74,[江苏·无锡·滨湖区],108
1901,张公洞,,0.72,[江苏·无锡·宜兴市],24
1902,无锡古运河,,0.9,[江苏·无锡·南长区],22
1903,碧海银沙（启东恒大世纪旅游城）,,,[江苏·南通·启东市],64
1904,荷塘月色湿地公园,3A景区,0.7,[江苏·苏州·相城区],20
1905,田园东方,,,[江苏·无锡·惠山区],46
1906,锡惠公园,,0.9199999999999999,[江苏·无锡·北塘区],66
1907,汉陵苑,3A景区,0.72,[江苏·扬州·维扬区],16
1908,海上云台山,,,[江苏·连云港·连云区],26
1909,常州恐龙园迪诺水镇奇幻冰雪世界,,,[江苏·常州·新北区],10
1910,大丰港动物园,,,[江苏·盐城·大丰市],14
1911,STEIFF泰迪农场,,,[江苏·苏州·高新区],50
1912,苏州麦鲁小城,,,[江苏·苏州·工业园区],14
1913,苏州穹窿山万鸟园,,,[江苏·苏州·吴中区],20
1914,苏州天颐温泉,,,[江苏·苏州·吴中区],4
1915,九龙潭风景区,,,[江苏·苏州·旺山景区],20
1916,南京珍珠泉水上世界,,,[江苏·南京·珍珠泉],20
1917,耦园,,,[江苏·苏州·平江区],26
1918,中央电视台无锡影视基地,,,[江苏·无锡·滨湖区],42
1919,周庄一日游,,,[江苏·苏州·周庄],202
1920,龙宫大白鲸欢乐世界,,,[江苏·淮安·涟水县],20
1921,江苏圌山天沐温泉,,,[江苏·镇江],6
1922,《水墨同里新珍珠塔传奇》大型室内水乡情景演出,,,[江苏·苏州·同里古镇],64
1923,天宁宝塔,,,[江苏·常州·天宁禅寺],18
1924,文游台,,0.7,[江苏·扬州·高邮市],34
1925,张厅,,0.72,[江苏·苏州·周庄],22
1926,明月湾古村,,,[江苏·苏州·太湖西山岛],22
1927,蒙特利亲子乐园,,,[江苏·苏州·昆山市],50
1928,沈厅,,,[江苏·苏州·周庄],222
1929,苏州乐园森林小镇,,,[江苏·苏州·高新区],16
1930,潮河湾生态园,3A景区,,[江苏·连云港·灌云县],8
1931,南京TeamLab未来游乐园,,,[江苏·南京·玄武区],28
1932,苏州民俗博物馆,,,[江苏·苏州·平江区],18
1933,香雪海,,0.7,[江苏·苏州·光福景区],6
1934,太湖仙岛,,,[江苏·无锡·鼋头渚],30
1935,陌上花渡景区,,,[江苏·南京·栖霞区],8
1936,沈坤状元府景区,,,[江苏·淮安],8
1937,鲜花小镇,,,[江苏·南通·通州区],10
1938,溱湖海洋世界,,,[江苏·泰州·姜堰市],6
1939,寒山寺钟楼,,,[江苏·苏州·金阊区],76
1940,扬州东关街历史文化街,,,[江苏·扬州],12
1941,无锡花千谷主题乐园,,,[江苏·无锡·惠山区],18
1942,蠡湖,,,[江苏·无锡·滨湖区],45
1943,隆昌寺,,0.74,[江苏·镇江·句容市],4
1944,江阴市悟空寺,,,[江苏·无锡·江阴市],86
1945,苏州太湖园博园,,,[江苏·苏州·吴中区],77
1946,水上芦荡迷宫,,,[江苏·盐城·大纵湖],56
1947,港龙·乐汇梦幻乐园,,,[江苏·苏州·吴中区],41
1948,大伊山,4A景区,0.72,[江苏·连云港·灌云县],60
1949,常州薰衣草庄园,,,[江苏·常州·武进区],55
1950,普陀山,5A景区,1.0,[浙江·舟山·普陀区],1774
1951,横店影视城,5A景区,1.0,[浙江·金华·东阳市],1348
1952,杭州野生动物世界,4A景区,0.7,[浙江·杭州·富阳市],1088
1953,罗蒙环球乐园,,,[浙江·宁波·鄞州区],1590
1954,南浔古镇,5A景区,,[浙江·湖州·南浔区],694
1955,清明上河图,4A景区,,[浙江·金华·横店影视城],1176
1956,千岛湖,5A景区,0.78,[浙江·杭州·淳安县],778
1957,西溪国家湿地公园,5A景区,,[浙江·杭州·西湖区],838
1958,盐官观潮景区,4A景区,,[浙江·嘉兴·海宁市],444
1959,西塘古镇,5A景区,0.8400000000000001,[浙江·嘉兴·嘉善县],516
1960,杭州飞来峰,,0.72,[浙江·杭州·西湖],2702
1961,乌镇,5A景区,1.0,[浙江·嘉兴·桐乡市],794
1962,观潮胜地公园,4A景区,0.7,[浙江·嘉兴·盐官观潮景区],18
1963,西湖,5A景区,1.0,[浙江·杭州·西湖区],288
1964,灵隐寺,,,[浙江·杭州],870
1965,大香林,4A景区,0.72,[浙江·绍兴·绍兴县],38
1966,宋城千古情,,,[浙江·杭州·西湖区],562
1967,横店明清宫苑,,,[浙江·金华·横店影视城],840
1968,杭州Hello Kitty乐园,,,[浙江·湖州·安吉县],316
1969,杭州动物园,4A景区,0.7,[浙江·杭州·西湖区],292
1970,杭州宋城景区,,,[浙江·杭州],956
1971,莫干山,4A景区,0.82,[浙江·湖州·德清县],438
1972,溪口景区,5A景区,0.9,[浙江·宁波·奉化市],84
1973,宁波方特东方神画,,,[浙江·宁波·慈溪市],304
1974,杭州乐园,4A景区,0.72,[浙江·杭州·萧山区],210
1975,龙游石窟,4A景区,0.8400000000000001,[浙江·衢州·龙游县],6
1976,雁荡山,5A景区,1.0,[浙江·温州·乐清市],46
1977,象山影视城,4A景区,0.7,[浙江·宁波·象山县],158
1978,龙穿峡,,0.72,[浙江·台州·台州天台山],66
1979,雅戈尔动物园,4A景区,0.72,[浙江·宁波·东钱湖],484
1980,鼎湖峰,4A景区,,[浙江·丽水·仙都],24
1981,江郎山,5A景区,0.8800000000000001,[浙江·衢州·江山市],30
1982,柯岩风景区,4A景区,0.82,[浙江·绍兴·绍兴县],286
1983,宁波九龙湖,4A景区,0.72,[浙江·宁波·镇海区],58
1984,雷峰塔,4A景区,0.78,[浙江·杭州·西湖],58
1985,开化根宫佛国文化旅游区,5A景区,,[浙江·衢州·开化县],22
1986,太湖图影,,,[浙江·湖州·图影生态湿地文化园],12
1987,中南百草原景区,4A景区,0.74,[浙江·湖州·安吉县],134
1988,古堰画乡,,0.72,[浙江·丽水·莲都区],134
1989,盐官古镇,,0.72,[浙江·嘉兴·盐官观潮景区],28
1990,建德灵栖洞,4A景区,,[浙江·杭州·建德市],6
1991,仙叠岩,,0.72,[浙江·温州·洞头县],92
1992,乌镇西栅,,,[浙江·嘉兴·乌镇],590
1993,松兰山,4A景区,0.74,[浙江·宁波·象山县],82
1994,鲁迅故里,5A景区,1.0,[浙江·绍兴·绍兴古城],48
1995,天目山,4A景区,0.74,[浙江·杭州·临安市],44
1996,凤凰山海港乐园,4A景区,0.74,[浙江·宁波·北仑区],92
1997,瑶琳仙境,4A景区,0.7,[浙江·杭州·桐庐县],122
1998,“最忆是杭州”- G20峰会特别版《印象西湖》,,,[浙江·杭州·西湖],480
1999,大明山,4A景区,0.72,[浙江·杭州·临安市],104
2000,蛇蟠岛,4A景区,0.72,[浙江·台州·三门县],46
2001,杭州极地海洋世界,4A景区,0.7,[浙江·杭州·萧山区],40
2002,浙西大峡谷,4A景区,0.72,[浙江·杭州·临安市],52
2003,穿岩十九峰,,0.72,[浙江·绍兴·新昌县],32
2004,五泄,4A景区,0.86,[浙江·绍兴·诸暨市],30
2005,横店梦幻谷,4A景区,,[浙江·金华·横店影视城],114
2006,太湖源,3A景区,0.7,[浙江·杭州·临安市],194
2007,龙门古镇,4A景区,0.7,[浙江·杭州·富阳市],38
2008,宁波五龙潭,4A景区,0.74,[浙江·宁波·鄞州区],26
2009,杭州海底世界,,,[浙江·杭州·西湖区],300
2010,丹山赤水,4A景区,0.72,[浙江·宁波·余姚市],40
2011,大鹿岛,4A景区,0.72,[浙江·台州·玉环县],18
2012,西湖游船,,,[浙江·杭州·西湖],218
2013,浙东小九寨,,,[浙江·宁波·余姚市],96
2014,滕头村,5A景区,0.72,[浙江·宁波·奉化市],8
2015,中国渔村,4A景区,0.72,[浙江·宁波·象山县],42
2016,大慈岩,4A景区,0.7,[浙江·杭州·建德市],52
2017,瑞晶石花洞,4A景区,0.7,[浙江·杭州·河桥古镇],20
2018,望海楼,,0.7,[浙江·温州·洞头县],18
2019,天一阁博物馆,4A景区,0.72,[浙江·宁波·海曙区],74
2020,嘉兴南湖旅游区,5A景区,0.72,[浙江·嘉兴·南湖区],126
2021,京杭大运河,,,[浙江·杭州·下城区],136
2022,金华双龙风景旅游区,4A景区,0.72,[浙江·金华·双龙],100
2023,杭州烂苹果乐园,,,[浙江·杭州·萧山区],106
2024,梅峰岛,,,[浙江·杭州·千岛湖],586
2025,郑氏十七房,4A景区,0.7,[浙江·宁波·镇海区],30
2026,江心屿,4A景区,0.8,[浙江·温州·鹿城区],106
2027,石桅岩,,0.74,[浙江·温州·楠溪江],28
2028,千岛湖中心湖,,,[浙江·杭州·千岛湖],136
2029,胡雪岩故居,,0.72,[浙江·杭州·西湖],102
2030,台州府城文化旅游区（江南长城）,4A景区,0.74,[浙江·台州·临海市],20
2031,锦林佛手文化园,4A景区,,[浙江·金华·金东区],18
2032,九溪欢乐谷,,,[浙江·温州·文成县],4
2033,湘湖旅游度假区,4A景区,0.7,[浙江·杭州·萧山区],18
2034,诸葛八卦村,4A景区,0.8,[浙江·金华·兰溪市],76
2035,梅花洲景区,4A景区,,[浙江·嘉兴·南湖区],56
2036,招宝山,4A景区,0.74,[浙江·宁波·镇海区],50
2037,梁皇山,3A景区,0.72,[浙江·宁波·宁海县],12
2038,藏龙百瀑,,0.78,[浙江·湖州·安吉县],128
2039,大悲山,,0.7,[浙江·舟山·泗礁景区],44
2040,江南大峡谷,3A景区,,[浙江·台州·临海市],8
2041,西湖三潭印月游船,,,[浙江·杭州·西湖],68
2042,中国纽扣博物馆,,,[浙江·嘉兴·西塘古镇],58
2043,垂云通天河,4A景区,0.7,[浙江·杭州·桐庐县],80
2044,花岙岛石林,,0.7,[浙江·宁波·象山县],26
2045,钱塘江夜游,,,[浙江·杭州·京杭大运河],144
2046,杭州湾湿地,,,[浙江·宁波·慈溪市],36
2047,天下玉苑,4A景区,,[浙江·宁波·余姚市],46
